    ,CardCode  ,MONTH1,MONTH2,MONTH3,MONTH4,MONTH5,MONTH6,MONTH7,MONTH8,MONTH9,MONTH10,MONTH11,MONTH12,MONTH13,MONTH14,MONTH15,MONTH16,MONTH17,MONTH18,MONTH19,MONTH20,MONTH21,MONTH22,MONTH23,MONTH24,MONTH25,MONTH26,MONTH27,MONTH28,MONTH29,MONTH30,MONTH31,MONTH32,MONTH33,MONTH34,MONTH35,MONTH36,MONTH37,MONTH38,MONTH39,MONTH40,MONTH41,MONTH42,MONTH43,MONTH44,MONTH45
191 ,NZC179    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
192 ,NZC175    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
193 ,NZC176    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
194 ,NZC177    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
195 ,NZC178    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
196 ,NZC180    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
197 ,NZC181    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
198 ,NZC182    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
199 ,NZC183    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
200 ,CC000175  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,2      ,2      ,2      ,2      ,1      ,2      ,1      ,0      ,3      ,1      ,3      ,1      ,2      ,1      ,1      ,1      ,1      ,1      ,3      ,2      ,1      ,0      ,1      ,1      ,1      ,1      ,0      ,1      ,1      ,1      ,2      ,0      ,0      ,0      
201 ,NZC185    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
202 ,NZC186    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
203 ,CC000389  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
204 ,NZC187    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
205 ,NZC188    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
206 ,NZC189    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
207 ,NZC95     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
208 ,NZC190    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
209 ,NZC191    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
210 ,CC000343  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,2      ,1      ,1      ,2      ,1      ,1      ,4      ,1      ,1      ,1      ,3      ,14     ,1      ,0      ,2      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
211 ,NZC192    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
212 ,NZC193    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
213 ,NZC85     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
214 ,NZC194    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
215 ,NZC195    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
216 ,NZC196    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
217 ,CC000184  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
218 ,CC000458  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,2      ,1      ,1      ,3      ,5      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
219 ,CC000508  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
220 ,CC000252  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,1      ,1      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,1      ,2      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
221 ,CC000385  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,1      ,1      ,1      ,2      ,0      ,2      ,1      ,1      ,1      ,2      ,1      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
222 ,NZC200    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
223 ,BC00000347,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
224 ,NZC201    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
225 ,NZC202    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
226 ,NZC203    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
227 ,CC000509  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
228 ,CC000206  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      
229 ,CC000190  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,2      ,1      ,1      ,1      ,1      ,1      ,1      ,1      ,2      ,1      ,1      ,0      ,2      ,2      ,1      ,1      ,1      ,2      ,2      ,1      ,0      ,2      ,0      ,1      ,2      ,2      ,3      ,4      ,3      ,4      ,8      ,0      ,0      ,0      
230 ,CC000432  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,2      ,2      ,2      ,2      ,2      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
231 ,CC000171  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
232 ,CC000473  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,5      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
233 ,CC000460  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,2      ,3      ,3      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
234 ,CC000436  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,4      ,5      ,5      ,4      ,3      ,6      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
235 ,CC000234  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,2      ,1      ,1      ,2      ,2      ,1      ,1      ,1      ,1      ,2      ,1      ,3      ,2      ,1      ,2      ,2      ,2      ,2      ,1      ,1      ,1      ,2      ,1      ,2      ,2      ,1      ,1      ,2      ,2      ,0      ,0      ,0      ,0      ,0      
236 ,CC000417  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,1      ,1      ,1      ,1      ,1      ,1      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
237 ,CC000180  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,1      ,0      ,1      ,1      ,1      ,3      ,1      ,1      ,2      ,1      ,1      ,1      ,2      ,3      ,2      ,1      ,2      ,1      ,1      ,2      ,1      ,1      ,1      ,2      ,2      ,1      ,1      ,0      ,0      ,0      ,0      ,0      
238 ,CC000405  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,1      ,1      ,1      ,1      ,2      ,1      ,2      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
239 ,CC000336  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,2      ,2      ,2      ,2      ,4      ,3      ,2      ,2      ,2      ,2      ,3      ,2      ,3      ,3      ,5      ,3      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
240 ,CC000463  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,1      ,1      ,2      ,0      ,0      ,0      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
241 ,CC000483  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
242 ,CC000062  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,1      ,1      ,0      ,1      ,2      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
243 ,CC000195  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
244 ,CC000174  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,6      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,5      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
245 ,CC000486  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
246 ,BC00000439,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,2      ,0      ,0      ,2      ,0      ,2      ,0      ,2      ,1      ,0      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
247 ,CC000455  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
248 ,CC000311  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
249 ,CC000488  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
250 ,CC000401  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,1      ,1      ,2      ,1      ,1      ,1      ,1      ,1      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
251 ,CC000471  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,1      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
252 ,CC000026  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
253 ,CC000490  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
254 ,CC000491  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
255 ,CC000181  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,4      ,1      ,1      ,1      ,1      ,1      ,2      ,2      ,1      ,2      ,5      ,2      ,2      ,3      ,3      ,1      ,3      ,3      ,2      ,2      ,2      ,0      ,3      ,3      ,1      ,3      ,4      ,1      ,2      ,2      ,0      ,0      ,0      
256 ,NZC116    ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
257 ,NZC43     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
258 ,CC000447  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,1      ,0      ,1      ,2      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
259 ,CC000266  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,2      ,8      ,4      ,0      ,4      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,5      ,1      ,3      ,1      ,3      ,3      ,6      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
260 ,CC000479  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
261 ,CC000467  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,3      ,5      ,2      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
262 ,CC000255  ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,1      ,1      ,5      ,0      ,3      ,2      ,2      ,2      ,2      ,1      ,0      ,3      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
